"STATISTIC","Statistic Label","TLIST(W1)","Week","C03935V04687","Mode of Transport","UNIT","VALUE"
"THA25C01","Passenger Journeys","2025W37","2025 Week 37","30","Rail","Number","714450"
"THA25C01","Passenger Journeys","2025W37","2025 Week 37","40","All public transport, excluding LUAS","Number","5407136"
"THA25C01","Passenger Journeys","2025W38","2025 Week 38","10","Dublin Metro Bus","Number","3780622"
"THA25C01","Passenger Journeys","2025W38","2025 Week 38","20","Bus, excluding Dublin Metro","Number","1104500"
"THA25C01","Passenger Journeys","2025W38","2025 Week 38","30","Rail","Number","809830"
"THA25C01","Passenger Journeys","2025W38","2025 Week 38","40","All public transport, excluding LUAS","Number","5694952"
"THA25C01","Passenger Journeys","2025W39","2025 Week 39","10","Dublin Metro Bus","Number","3782468"
"THA25C01","Passenger Journeys","2025W39","2025 Week 39","20","Bus, excluding Dublin Metro","Number","1126931"
"THA25C01","Passenger Journeys","2025W39","2025 Week 39","30","Rail","Number","820922"
"THA25C01","Passenger Journeys","2025W39","2025 Week 39","40","All public transport, excluding LUAS","Number","5730321"
"THA25C01","Passenger Journeys","2025W40","2025 Week 40","10","Dublin Metro Bus","Number","3642054"
"THA25C01","Passenger Journeys","2025W40","2025 Week 40","20","Bus, excluding Dublin Metro","Number","1039347"
"THA25C01","Passenger Journeys","2025W40","2025 Week 40","30","Rail","Number","823432"
"THA25C01","Passenger Journeys","2025W40","2025 Week 40","40","All public transport, excluding LUAS","Number","5504833"
"THA25C01","Passenger Journeys","2025W41","2025 Week 41","10","Dublin Metro Bus","Number","3809019"
"THA25C01","Passenger Journeys","2025W41","2025 Week 41","20","Bus, excluding Dublin Metro","Number","1116489"
"THA25C01","Passenger Journeys","2025W41","2025 Week 41","30","Rail","Number","794734"
"THA25C01","Passenger Journeys","2025W41","2025 Week 41","40","All public transport, excluding LUAS","Number","5720242"
"THA25C01","Passenger Journeys","2025W42","2025 Week 42","10","Dublin Metro Bus","Number","3737273"
"THA25C01","Passenger Journeys","2025W42","2025 Week 42","20","Bus, excluding Dublin Metro","Number","1089392"
"THA25C01","Passenger Journeys","2025W42","2025 Week 42","30","Rail","Number","799956"
"THA25C01","Passenger Journeys","2025W42","2025 Week 42","40","All public transport, excluding LUAS","Number","5626621"
"THA25C01","Passenger Journeys","2025W43","2025 Week 43","10","Dublin Metro Bus","Number","3631321"
"THA25C01","Passenger Journeys","2025W43","2025 Week 43","20","Bus, excluding Dublin Metro","Number","1105330"
"THA25C01","Passenger Journeys","2025W43","2025 Week 43","30","Rail","Number","791436"
"THA25C01","Passenger Journeys","2025W43","2025 Week 43","40","All public transport, excluding LUAS","Number","5528087"
"THA25C01","Passenger Journeys","2025W44","2025 Week 44","10","Dublin Metro Bus","Number","3207291"
"THA25C01","Passenger Journeys","2025W44","2025 Week 44","20","Bus, excluding Dublin Metro","Number","906162"
"THA25C01","Passenger Journeys","2025W44","2025 Week 44","30","Rail","Number","751206"
"THA25C01","Passenger Journeys","2025W44","2025 Week 44","40","All public transport, excluding LUAS","Number","4864659"
"THA25C01","Passenger Journeys","2025W45","2025 Week 45","10","Dublin Metro Bus","Number","3657695"
"THA25C01","Passenger Journeys","2025W45","2025 Week 45","20","Bus, excluding Dublin Metro","Number","1046515"
"THA25C01","Passenger Journeys","2025W45","2025 Week 45","30","Rail","Number","845664"
"THA25C01","Passenger Journeys","2025W45","2025 Week 45","40","All public transport, excluding LUAS","Number","5549874"
"THA25C01","Passenger Journeys","2025W46","2025 Week 46","10","Dublin Metro Bus","Number","3548508"
"THA25C01","Passenger Journeys","2025W46","2025 Week 46","20","Bus, excluding Dublin Metro","Number","1038511"
"THA25C01","Passenger Journeys","2025W46","2025 Week 46","30","Rail","Number","801208"
"THA25C01","Passenger Journeys","2025W46","2025 Week 46","40","All public transport, excluding LUAS","Number","5388227"
"THA25C01","Passenger Journeys","2025W47","2025 Week 47","10","Dublin Metro Bus","Number","3372060"
"THA25C01","Passenger Journeys","2025W47","2025 Week 47","20","Bus, excluding Dublin Metro","Number","1063723"
"THA25C01","Passenger Journeys","2025W47","2025 Week 47","30","Rail","Number","814432"
"THA25C01","Passenger Journeys","2025W47","2025 Week 47","40","All public transport, excluding LUAS","Number","5250215"
"THA25C01","Passenger Journeys","2025W48","2025 Week 48","10","Dublin Metro Bus","Number","3693422"
"THA25C01","Passenger Journeys","2025W48","2025 Week 48","20","Bus, excluding Dublin Metro","Number","1053169"
"THA25C01","Passenger Journeys","2025W48","2025 Week 48","30","Rail","Number","845590"
"THA25C01","Passenger Journeys","2025W48","2025 Week 48","40","All public transport, excluding LUAS","Number","5592181"
"THA25C01","Passenger Journeys","2025W49","2025 Week 49","10","Dublin Metro Bus","Number","3563075"
"THA25C01","Passenger Journeys","2025W49","2025 Week 49","20","Bus, excluding Dublin Metro","Number","1012494"
"THA25C01","Passenger Journeys","2025W49","2025 Week 49","30","Rail","Number","887104"
"THA25C01","Passenger Journeys","2025W49","2025 Week 49","40","All public transport, excluding LUAS","Number","5462673"
"THA25C01","Passenger Journeys","2025W50","2025 Week 50","10","Dublin Metro Bus","Number","3663181"
"THA25C01","Passenger Journeys","2025W50","2025 Week 50","20","Bus, excluding Dublin Metro","Number","909209"
"THA25C01","Passenger Journeys","2025W50","2025 Week 50","30","Rail","Number","859938"
"THA25C01","Passenger Journeys","2025W50","2025 Week 50","40","All public transport, excluding LUAS","Number","5432328"
"THA25C01","Passenger Journeys","2025W51","2025 Week 51","10","Dublin Metro Bus","Number","3615352"
"THA25C01","Passenger Journeys","2025W51","2025 Week 51","20","Bus, excluding Dublin Metro","Number","1036397"
"THA25C01","Passenger Journeys","2025W51","2025 Week 51","30","Rail","Number","861680"
"THA25C01","Passenger Journeys","2025W51","2025 Week 51","40","All public transport, excluding LUAS","Number","5513429"
"THA25C01","Passenger Journeys","2025W52","2025 Week 52","10","Dublin Metro Bus","Number","2054641"
"THA25C01","Passenger Journeys","2025W52","2025 Week 52","20","Bus, excluding Dublin Metro","Number","1286613"
"THA25C01","Passenger Journeys","2025W52","2025 Week 52","30","Rail","Number","604294"
"THA25C01","Passenger Journeys","2025W52","2025 Week 52","40","All public transport, excluding LUAS","Number","3945548"
"THA25C01","Passenger Journeys","2026W01","2026 Week 01","10","Dublin Metro Bus","Number","3069745"
"THA25C01","Passenger Journeys","2026W01","2026 Week 01","20","Bus, excluding Dublin Metro","Number","843171"
"THA25C01","Passenger Journeys","2026W01","2026 Week 01","30","Rail","Number","866236"
"THA25C01","Passenger Journeys","2026W01","2026 Week 01","40","All public transport, excluding LUAS","Number","4779152"
"THA25C01","Passenger Journeys","2026W02","2026 Week 02","10","Dublin Metro Bus","Number","3325760"
"THA25C01","Passenger Journeys","2026W02","2026 Week 02","20","Bus, excluding Dublin Metro","Number","967438"
"THA25C01","Passenger Journeys","2026W02","2026 Week 02","30","Rail","Number","955962"
"THA25C01","Passenger Journeys","2026W02","2026 Week 02","40","All public transport, excluding LUAS","Number","5249160"
"THA25C01","Passenger Journeys","2026W03","2026 Week 03","10","Dublin Metro Bus","Number","3419816"
"THA25C01","Passenger Journeys","2026W03","2026 Week 03","20","Bus, excluding Dublin Metro","Number","992030"
"THA25C01","Passenger Journeys","2026W03","2026 Week 03","30","Rail","Number","966588"
"THA25C01","Passenger Journeys","2026W03","2026 Week 03","40","All public transport, excluding LUAS","Number","5378434"
"THA25C01","Passenger Journeys","2026W04","2026 Week 04","10","Dublin Metro Bus","Number","3496824"
"THA25C01","Passenger Journeys","2026W04","2026 Week 04","20","Bus, excluding Dublin Metro","Number","1014376"
"THA25C01","Passenger Journeys","2026W04","2026 Week 04","30","Rail","Number","936561"
"THA25C01","Passenger Journeys","2026W04","2026 Week 04","40","All public transport, excluding LUAS","Number","5447761"
